,name,platform_id,url,total_review_count,address,id,image_url,lat,lng,zabiha_name,zabiha_lat,zabiha_lng,zabiha_distance,zabiha_similarity,mfoodies_name,mfoodies_lat,mfoodies_lng,mfoodies_distance,mfoodies_similarity,halal,note_1,note_2
2607,Turkish Cuisine,HTJAhxP3rSr49HhdxE7FCQ,https://www.yelp.com/biz/turkish-cuisine-white-plains?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,220,"{""116 Mamaroneck Ave"",""White Plains, NY 10601""}",15356,https://s3-media4.fl.yelpcdn.com/bphoto/NixKaElv-WZKTWPFKUbyuw/o.jpg,41.0296754,-73.7656552,Singas Famous Pizza,40.9826044,-73.8265533,7.314937349,0.117647059,The Soul Spot,40.8615532,-73.9250403,22.99302082,0.214285714,TRUE,The only concern i have is i am not sure if it's really�Halal�like they say it is.,
2615,Souk & Sandwich,PYv7MXnCDuSPA9Yakf1Rqw,https://www.yelp.com/biz/souk-and-sandwich-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,138,"{""117 Ave Of The America's"",""New York, NY 10013""}",10644,https://s3-media3.fl.yelpcdn.com/bphoto/oVjIwTOjcepbJmHUrC8MRg/o.jpg,40.7238561,-74.0048973,Souk & Sandwich,40.7238104,-74.0050268,0.012038161,1,Aba,40.720755,-74.010001,0.55126449,0.111111111,TRUE,,
2618,Frites 'n' Meats,34zyzLqKbwSqCnF2vMtIRA,https://www.yelp.com/biz/frites-n-meats-brooklyn-24?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,188,"{""254 Bedford Ave"",""Brooklyn, NY 11249""}",10821,https://s3-media4.fl.yelpcdn.com/bphoto/pRm0jfiy0IwVEMxHAt1A9A/o.jpg,40.715609,-73.960392,La Goulette ,40.7147596,-73.961605,0.139184347,0.214285714,Krave Shack,40.721219,-73.9841088,2.093870034,0.296296296,FALSE,This is definitely a savior for the Columbia U students and staff who are limited to the usual barrage of �Halal�trucks and standard counter delis.,
2627,Nawab,xyHakz7K8D6y0tZ07xl-Uw,https://www.yelp.com/biz/nawab-yonkers?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,120,"{""2 Hudson St"",""Yonkers, NY 10701""}",12869,https://s3-media3.fl.yelpcdn.com/bphoto/mzhtALSd3rpA7yfNltuJmA/o.jpg,40.933204,-73.899396,Carifesta,40.8947716,-73.8566224,5.584015167,0.285714286,The Soul Spot,40.8615532,-73.9250403,8.25361551,0,TRUE,As this is a�halal�restaurant there is no alcohol on the premises.�,
2629,Fez Turkish Meze,7z6hF-18GanVrh9t4G-hRQ,https://www.yelp.com/biz/fez-turkish-meze-mamaroneck-5?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,65,"{""409 Mt Pleasant Ave"",""Mamaroneck, NY 10543""}",15366,https://s3-media2.fl.yelpcdn.com/bphoto/yXBn-p49pmaSsCMfVn0r_w/o.jpg,40.951927,-73.736758,Singas Famous Pizza,40.9826044,-73.8265533,8.27513774,0.171428571,The Soul Spot,40.8615532,-73.9250403,18.74434507,0.275862069,TRUE,"Oh and it's�HALAL, which for this area is super rare, major points for that!",
2635,Burger IM,mxljv9eJBjXqz2Y4b83rvg,https://www.yelp.com/biz/burger-im-dobbs-ferry?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,28,"{""18 Hamilton St"",""Space J30"",""Dobbs Ferry, NY 10522""}",15373,https://s3-media2.fl.yelpcdn.com/bphoto/PzODwzktcsCoQ9FuNsoiIA/o.jpg,41.00403663,-73.85626663,Singas Famous Pizza,40.9826044,-73.8265533,3.449409459,0.142857143,The Soul Spot,40.8615532,-73.9250403,16.86393249,0.181818182,TRUE,This place is 100%�halal�and owner is super friendly.,
2640,New Al-Habib Halal Meat Market,2yNtECxafZRar5KYoK6ZMg,https://www.yelp.com/biz/new-al-habib-halal-meat-market-bellerose?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,7,"{""25202 Hillside Ave"",""Bellerose, NY 11426""}",15938,https://s3-media1.fl.yelpcdn.com/bphoto/TW-EB6AAERj_U6GUPzp74g/o.jpg,40.735536,-73.715372,Hamza & Medina Halal Food,40.7364947,-73.713286,0.205558573,0.363636364,Asian Taste 86 Halal Food,40.8018929,-73.9344242,19.8681031,0.327272727,TRUE,In name,
2642,SkyIce Sweet & Savory,LQ8ITaZIbaiQ8pHPOx5i6w,https://www.yelp.com/biz/skyice-sweet-and-savory-brooklyn-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,739,"{""63 5th Ave"",""Brooklyn, NY 11217""}",10679,https://s3-media1.fl.yelpcdn.com/bphoto/L_crEBQnh8LVwMo19Ktisw/o.jpg,40.68064117,-73.97728729,SkyIce Sweet & Savory,40.68064117,-73.97728729,0,1,YANA - Uyghur Kebab Express,40.7040511,-74.0090199,3.732780252,0.166666667,TRUE,,
2645,Panna II Garden Indian Restaurant,1SgiWHlFN5mp5gNLSGx2Ww,https://www.yelp.com/biz/panna-ii-garden-indian-restaurant-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1064,"{""93 1st Ave"",""New York, NY 10003""}",11146,https://s3-media3.fl.yelpcdn.com/bphoto/ANaKH1CzcKE70lKb8c7HXw/o.jpg,40.72626,-73.9865,Cinnamon Garden,40.7266901,-73.9872499,0.079249302,0.416666667,Xinjiang House,40.7267856,-73.9875974,0.109395095,0.255319149,FALSE,"First, we called prior asking if it was�halal�and the man said yes but when we were seated we asked again and he said no.�",
2667,Yasin Halal Food,0xMVWaPlxPb0g9uFVSVx8w,https://www.yelp.com/biz/yasin-halal-food-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,10,"{""72 Bogart St"",""Brooklyn, NY 11206""}",10745,https://s3-media1.fl.yelpcdn.com/bphoto/6M2joAe3vOpalzw_gx3a1Q/o.jpg,40.7057975,-73.9329017,All About Indian Food,40.70231,-73.936898,0.513677439,0.378378378,Krave Shack,40.721219,-73.9841088,4.644099983,0.222222222,TRUE,In name,
2677,Sapid Indian Food,NHoKf98A1Hi8htHEfeptgw,https://www.yelp.com/biz/sapid-indian-food-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,145,"{""595 Washington Ave"",""Brooklyn, NY 11238""}",10911,https://s3-media1.fl.yelpcdn.com/bphoto/c2khU0jkTv_BkfYaBm5gzw/o.jpg,40.679767,-73.963936,Buka,40.6823661,-73.962986,0.299903734,0.095238095,Cocoa Grinder,40.70536,-74.00763,4.655036204,0.266666667,TRUE,"Given the�halal�meat and the sweetness in the sauces, I'd suspect this is a Bengali kitchen.",
2695,The Halal Kitchen,2bx37voRdi1AjGzzM_ujKw,https://www.yelp.com/biz/the-halal-kitchen-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,6,"{""136 University Pl"",""New York, NY 10003""}",13017,https://s3-media1.fl.yelpcdn.com/bphoto/ZZ22T2nqLoW9-5tBBpq--w/o.jpg,40.7351842,-73.99189577,Panorama,40.7329154,-73.9909486,0.264601004,0.16,Tarim Uyghur Cuisine,40.7388719,-73.9929549,0.419651031,0.162162162,TRUE,In name,
2703,Pizza & Gyro Spot,w2Y7ngrKVlo_0iuTIPAyuQ,https://www.yelp.com/biz/pizza-and-gyro-spot-villa-park?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,15,"{""332 East Saint Charles Rd"",""Villa Park, IL 60181""}",15459,https://s3-media1.fl.yelpcdn.com/bphoto/-36NanMitAaYIxQrgrFaQA/o.jpg,41.8904,-87.97069,Papa's Halal Chicken,40.6252772,-74.1484573,1162.652765,0.108108108,Halal Kitchen,40.7340458,-74.0080545,1171.922714,0.133333333,TRUE,New owners are muslim and now provide�halal�meat for the pizza's which was the draw in for me.,
2704,The Port of Peri Peri,nfNRILuCSvIFP7L9syynWQ,https://www.yelp.com/biz/the-port-of-peri-peri-villa-park?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,72,"{""100 East Roosevelt Rd"",""Ste 38"",""Villa Park, IL 60181""}",15460,https://s3-media4.fl.yelpcdn.com/bphoto/jLg8voo96dmbdTyP39Qfow/o.jpg,41.86143,-87.974841,Papa's Halal Chicken,40.6252772,-74.1484573,1162.869272,0.097560976,Halal Kitchen,40.7340458,-74.0080545,1172.178598,0.117647059,TRUE,Really tasty�halal�restaurant that recently opened up!,
2719,Kennedy Chicken & Gyro,#NAME?,https://www.yelp.com/biz/kennedy-chicken-and-gyro-bronx?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,14,"{""5605 Broadway"",""Bronx, NY 10463""}",11114,https://s3-media3.fl.yelpcdn.com/bphoto/raZD3tBATLk70ViMYezeQw/o.jpg,40.87959718,-73.90438557,King Palace Chicken & Gyros,40.87905,-73.9046694,0.06535612,0.693877551,The Soul Spot,40.8615532,-73.9250403,2.653659885,0.228571429,TRUE,"(Btw, for all the folks who want kosher or�halal, this place is�halal!!!!!)",
2726,khana khazana,wZy0KfQdRKozNZkkZWKGVg,https://www.yelp.com/biz/khana-khazana-new-york-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,11,"{""140 Broadway"",""New York, NY 10005""}",13088,https://s3-media1.fl.yelpcdn.com/bphoto/eWYv--zOkiG5cdkaFTGuMw/o.jpg,40.70882995,-74.01080197,Diwan e Khaas,40.7090346,-74.0091352,0.142321877,0.230769231,Zatar Cafe & Bistro,40.709268,-74.005846,0.420564995,0.25,TRUE,https://www.yelp.com/biz_photos/khana-khazana-new-york-4?select=ZOa9fxvAUGhoVxbMyAYtvQ,
2727,Country House Diner,wZtLVgtXXVRSL99lS9Ti2g,https://www.yelp.com/biz/country-house-diner-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,34,"{""887 Fulton St"",""Brooklyn, NY 11238""}",13707,https://s3-media1.fl.yelpcdn.com/bphoto/BG5plcV378i7AVAj5Fmt-w/o.jpg,40.683807,-73.967674,Sahara Ark,40.6838129,-73.9676444,0.002581134,0.206896552,Cocoa Grinder,40.70536,-74.00763,4.134129858,0.4375,TRUE,The place prides itself on having an all�halal�menu.,
2737,Main Bakhtar Halal Kabab,MHuhN-URZQ22Anrpu6juhg,https://www.yelp.com/biz/main-bakhtar-halal-kabab-flushing?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,111,"{""67-29 Main St"",""Flushing, NY 11367""}",16536,https://s3-media3.fl.yelpcdn.com/bphoto/dz1pya4f4qHw6v2bINGmZQ/o.jpg,40.73348649,-73.82502437,Bakhtar Halal Kabab,40.7335258,-73.8249284,0.009191732,0.88372093,Affy's Premium Grill,40.764918,-73.9551707,11.50693292,0.227272727,TRUE,In name,
2740,Pho Che,69_uRnB0amB6FbmASCo0-A,https://www.yelp.com/biz/pho-che-flushing?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,317,"{""193-16 Northern Blvd"",""Flushing, NY 11358""}",16587,https://s3-media4.fl.yelpcdn.com/bphoto/Wy_ALu3YDHL0CaeYUb6GoA/o.jpg,40.7576858,-73.7881441,Silk Hookah Lounge & Grill,40.757586,-73.788981,0.071358333,0.181818182,Asian Taste 86 Halal Food,40.8018929,-73.9344242,13.26140919,0.0625,FALSE,It comes with a side salad that has a white dressing that reminds me of the white sauce at�halal�food carts,
2744,Halal Boyz,y9GhIt1MLh6344ODA65NQw,https://www.yelp.com/biz/halal-boyz-fresh-meadows?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,96,"{""183-20 Horace Harding Expy"",""Fresh Meadows, NY 11365""}",13690,https://s3-media1.fl.yelpcdn.com/bphoto/J6kc7q5XZq8it70tuvEdmw/o.jpg,40.73936,-73.79021,Aladdin Grill & Rice,40.8505637,-73.9376813,17.52176699,0.266666667,Omar's Burgers and Platters (Halal),40.8444326,-73.937076,17.01084103,0.222222222,TRUE,In name,
2748,Chick-N-Rice,BFwFYF2GR1jpnTafnu8nrA,https://www.yelp.com/biz/chick-n-rice-new-hyde-park-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,25,"{""271 Union Tpke"",""Ste 19"",""New Hyde Park, NY 11040""}",13699,https://s3-media4.fl.yelpcdn.com/bphoto/8rUhzCRLp6VGWi2TBbwY6Q/o.jpg,40.75227598,-73.70257196,New Sunshine Grill & Restaurant ,40.7366609,-73.7124951,1.927081912,0.181818182,Asian Taste 86 Halal Food,40.8018929,-73.9344242,20.287268,0.108108108,TRUE,Vegetarian friendly and�Halal�options too,
2749,Madina Halal Food,_FzmXKTf6kexlcLp-8RkCA,https://www.yelp.com/biz/madina-halal-food-queens?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,68,"{""253-11 Hillside Ave"",""Located next to the Pizza Hut Parking Lot"",""Queens, NY 11426""}",13701,https://s3-media1.fl.yelpcdn.com/bphoto/EAPoNtdzJiD4Yga4tJi9cA/o.jpg,40.7362905,-73.7144714,Hamza & Medina Halal Food,40.7364947,-73.713286,0.102423946,0.761904762,Asian Taste 86 Halal Food,40.8018929,-73.9344242,19.90754929,0.666666667,TRUE,In name,
2750,Shirazi Cafe,BE0Qp1dhAlclB45kD_8C1g,https://www.yelp.com/biz/shirazi-cafe-fresh-meadows?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,83,"{""184-02 Horace Harding Expy"",""Fresh Meadows, NY 11365""}",13702,https://s3-media1.fl.yelpcdn.com/bphoto/Hr2rxR5jst5I7-GjhfgvRg/o.jpg,40.739521,-73.789907,Halal Boyz,40.7393953,-73.7902244,0.030173631,0.181818182,Asian Taste 86 Halal Food,40.8018929,-73.9344242,14.0074313,0.27027027,TRUE,And its 100%�halal.,
2755,Majlis Restaurant & Lounge,xO18YHvpixE31AZEgo27kA,https://www.yelp.com/biz/majlis-restaurant-and-lounge-bellerose-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,182,"{""248-05 Union Tpke"",""Bellerose, NY 11426""}",13730,https://s3-media3.fl.yelpcdn.com/bphoto/5L1jS9XkORpWKsX9FRnIQg/o.jpg,40.742581,-73.7219231,Hamza & Medina Halal Food,40.7364947,-73.713286,0.993746273,0.235294118,Asian Taste 86 Halal Food,40.8018929,-73.9344242,19.07121035,0.31372549,TRUE,Everything they offer is�halal�and the owner is super nice!,
2757,Tokyo Hibachi Steak House & Sushi,MCatEhGo5Zwe3Wnhr1HX-A,https://www.yelp.com/biz/tokyo-hibachi-steak-house-and-sushi-fresh-meadows?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,145,"{""18416 Horace Harding Expy"",""Fresh Meadows, NY 11365""}",13732,https://s3-media4.fl.yelpcdn.com/bphoto/KrT4OIE8EZeQmn8hlyVuCw/o.jpg,40.73977867,-73.78988743,Tokyo Hibachi Steak House & Sushi,40.7397962,-73.7894833,0.034103732,1,Asian Taste 86 Halal Food,40.8018929,-73.9344242,13.9946804,0.206896552,TRUE,,
2758,Greek Xpress,1Wr3mo3RVaEh9-sQIo_UgQ,https://www.yelp.com/biz/greek-xpress-great-neck?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,88,"{""37 Great Neck Rd"",""Great Neck, NY 11021""}",13733,https://s3-media1.fl.yelpcdn.com/bphoto/pgO5yyVs2DcHmnFK-seyxw/o.jpg,40.786363,-73.7277607,Patoug,40.7487082,-73.7576493,4.885367623,0,Asian Taste 86 Halal Food,40.8018929,-73.9344242,17.48272322,0.108108108,FALSE,There is so much flavor in it that I realized I had the wrong flavor profile for a gyro after eating it for years at the local�halal�carts.,
2760,Jassi's Fine Indian Cuisine,IgERw1hR7AC8Yozdf1lpEQ,https://www.yelp.com/biz/jassis-fine-indian-cuisine-new-hyde-park-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,174,"{""27111 Union Tpke"",""New Hyde Park, NY 11040""}",13736,https://s3-media1.fl.yelpcdn.com/bphoto/DnOkombTCjwn-L5QsygkfQ/o.jpg,40.751998,-73.703189,New Sunshine Grill & Restaurant ,40.7366609,-73.7124951,1.876979805,0.305084746,Asian Taste 86 Halal Food,40.8018929,-73.9344242,20.24576203,0.269230769,TRUE,meat is�halal,
2768,Souk El Shater,eW7kDF_1PT0CBbKA0sjLfA,https://www.yelp.com/biz/souk-el-shater-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,226,"{""43-03 Queens Blvd"",""Sunnyside, NY 11104""}",11365,https://s3-media3.fl.yelpcdn.com/bphoto/4ims1a3Z0zb7gjTiR-uGAw/o.jpg,40.74385,-73.92113,Souk El Shater,40.7437391,-73.9211617,0.012617313,1,Affy's Premium Grill,40.764918,-73.9551707,3.702634162,0.176470588,TRUE,,
2769,Roti Roll Bombay Frankie,Y2I946V78wOdwaUD9chmqg,https://www.yelp.com/biz/roti-roll-bombay-frankie-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,368,"{""994 Amsterdam Ave"",""New York, NY 10025""}",11375,https://s3-media1.fl.yelpcdn.com/bphoto/3oMj0boyLIRMLmMHJWnl2A/o.jpg,40.8026,-73.96437,Shahi Biryani & Grill,40.80119705,-73.96105194,0.319901683,0.177777778,Lhasa Fast Food,40.80119705,-73.96105194,0.319901683,0.205128205,FALSE,Also their chicken is not�halal.,
2770,Aria Kabab,lv0pYVgUuOHdhQZ_dN9kKg,https://www.yelp.com/biz/aria-kabab-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,49,"{""25-58 Steinway St"",""Astoria, NY 11103""}",11505,https://s3-media2.fl.yelpcdn.com/bphoto/M5-XePTJlTY1q3FIgdG6Gw/o.jpg,40.76663,-73.91307,Layali Beirut,40.76659,-73.913111,0.005630682,0.086956522,Holy Cow,40.76872,-73.954887,3.529277924,0.111111111,TRUE,100%�halal�hand slaughtered meat.,
2771,The Halal Guys,kcBznL2XREoTnnZbo1GbeQ,https://www.yelp.com/biz/the-halal-guys-long-island-city-8?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,25,"{""31-10 Thomson Ave"",""Long Island City, NY 11101""}",11515,https://s3-media4.fl.yelpcdn.com/bphoto/sjwpH3g2On4-6gDwyuAX3A/o.jpg,40.74394,-73.93515,Bistro Grill,40.5425821,-74.1453515,28.56304942,0.153846154,Al Masry,40.7040908,-74.0131726,7.928711513,0.272727273,TRUE,In name,
2772,Farha Halal Food Truck,REUslE46UgjzXxPzUIzH1Q,https://www.yelp.com/biz/farha-halal-food-truck-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,4,"{""30th Ave & Steinway St"",""Astoria, NY 11103""}",11565,https://s3-media3.fl.yelpcdn.com/bphoto/Wq7KY-jkGhq9OpznJsTGxw/o.jpg,40.7639,-73.915,Ignited Restaurant & Lounge,40.763076,-73.915301,0.095066854,0.163265306,Affy's Premium Grill,40.764918,-73.9551707,3.385034426,0.19047619,TRUE,In name,
2775,Kabab Caf��_��_,TYUcE9t6bA9kCEqRNud5Dg,https://www.yelp.com/biz/kabab-caf%C3%A9-astoria-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,218,"{""2512 Steinway St"",""Astoria, NY 11103""}",11579,https://s3-media3.fl.yelpcdn.com/bphoto/PNQQPAXczybWTJsKils9cw/o.jpg,40.7678122,-73.91199701,Kabab Caf��Ε�_,40.767954,-73.911947,0.016319764,0.857142857,Holy Cow,40.76872,-73.954887,3.613357858,0.222222222,TRUE,,
2778,Astoria Seafood and Grill,PxzhCMoWEIe2nrNz1ISq7w,https://www.yelp.com/biz/astoria-seafood-and-grill-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,102,"{""25-79 Steinway St"",""Astoria, NY 11103""}",11753,https://s3-media1.fl.yelpcdn.com/bphoto/zoTLUtTByvxoSTg9lKWEzg/o.jpg,40.76586,-73.91304,El Souk,40.765797,-73.913089,0.008130443,0.1875,Holy Cow,40.76872,-73.954887,3.53848469,0.181818182,TRUE,The food is also�halal.�,
2779,Food Bazaar Supermarket,IXkR4Xuxp6NT4F0OFmTygw,https://www.yelp.com/biz/food-bazaar-supermarket-long-island-city?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,208,"{""42-02 Northern Blvd"",""Long Island City, NY 11101""}",11802,https://s3-media4.fl.yelpcdn.com/bphoto/WkeaDEJdHcvihpsGfGY2kg/o.jpg,40.7521996,-73.92110223,34th Avenue Halal Cart,40.7566855,-73.9208625,0.499217363,0.266666667,Affy's Premium Grill,40.764918,-73.9551707,3.199042986,0.186046512,TRUE,Meats (including even the odd delicacies such as rabbit and guinea pig & a separate section for�halal�meats),
2780,Perfect Halal Food,TviVXAuHUKnHybce02TKDQ,https://www.yelp.com/biz/perfect-halal-food-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,3,"{""2379 Broadway"",""New York, NY 10024""}",11815,https://s3-media4.fl.yelpcdn.com/bphoto/mvkq3jqeRBMJzaC59BE2HQ/o.jpg,40.78887,-73.97637,Alachi Masala,40.7861914,-73.9764569,0.297936566,0.322580645,Opera Cafe Lounge,40.7861914,-73.9764569,0.297936566,0.342857143,TRUE,In name,
2783,Rockefeller Halal Food,hYbGSNjP0EcpNDlhkoRohQ,https://www.yelp.com/biz/rockefeller-halal-food-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,2,"{""1221 Ave Of The America"",""Brooklyn, NY 11229""}",11982,https://s3-media4.fl.yelpcdn.com/bphoto/amMgVZwG9vwfsyG74a9odg/o.jpg,40.75939304,-73.98164856,48th & 6th Halal Cart,40.7586456,-73.9813552,0.086706326,0.325581395,M&M Bakery & Halal Restaurant,40.7586456,-73.9813552,0.086706326,0.392156863,TRUE,In name,
2790,Sabrett Hot Dog Stand,ZouH4imW3QVxCgq4zy3QRA,https://www.yelp.com/biz/sabrett-hot-dog-stand-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,19,"{""New York, NY 10024""}",12173,https://s3-media2.fl.yelpcdn.com/bphoto/YIX5eyW8Rx9YASmxApJQsw/o.jpg,40.78620148,-73.97588348,Alachi Masala,40.7861914,-73.9764569,0.048289756,0.176470588,Opera Cafe Lounge,40.7861914,-73.9764569,0.048289756,0.263157895,FALSE,"All the hot dog stands have been taken over by�Halal�Food owners (which is fine, but), and the hot dog tastes terrible, and the onion sauce isn't the same.",
2792,Panda Express - Temporarily Closed,XH2CNWlLU2HXROsT5NkCmA,https://www.yelp.com/biz/panda-express-temporarily-closed-new-york-10?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,107,"{""835 Third Ave"",""New York, NY 10022""}",12290,https://s3-media1.fl.yelpcdn.com/bphoto/TJX8eVlr1fC4DCk0XUoIFw/o.jpg,40.75624,-73.97012,Bukhara Grill,40.755124,-73.970631,0.13134606,0.29787234,Falafel Tarboosh,40.7545719,-73.9716869,0.227647423,0.36,FALSE,For a quick lunch I almost feel like I'm better at a�halal�cart 6 dollars for the same sized platter and a drink,
